duration,sac_amplitude,sac_endpos_x,sac_endpos_y,sac_startpos_x,sac_startpos_y,sac_vmax,fix_avgpos_x,fix_avgpos_y,fix_avgpupilsize,overlapping,fix_samebox,id,picID,trialnum,fix_type,onset,stim_set,stim_file,latency
0.615234375,13.25,3019.0,602.3,1998.3,730.3,421.0,3060.5,561.5,382.0,0,0.0,NaN,NaN,NaN,HFtoHF,305.794921625,NaN,NaN,156566.999872
0.19140625,25.89,1022.8,839.3,3040.5,571.8,607.0,1021.5,860.0,435.0,0,0.0,NaN,NaN,NaN,HFtoNone,306.4804685,NaN,NaN,156917.999872
0.369140625,2.58,1224.5,898.3,1032.8,864.0,196.0,1243.0,914.3,460.0,0,0.0,NaN,NaN,NaN,NonetoNone,306.6904294375,NaN,NaN,157025.499872
0.173828125,1.08,1333.0,947.0,1253.3,936.8,99.0,1350.0,971.0,450.0,0,0.0,NaN,NaN,NaN,NonetoNH,307.0742185,NaN,NaN,157221.999872
0.40625,3.6,1289.0,766.5,1361.8,1028.3,212.0,1277.0,732.8,450.0,0,0.0,NaN,NaN,NaN,NHtoNH,307.71874975,NaN,NaN,157551.999872
0.4326171875,17.11,2578.3,750.8,1278.3,742.5,509.0,2645.8,754.5,498.0,0,0.0,NaN,NaN,NaN,NHtoNone,308.1767575625,NaN,NaN,157786.499872
0.154296875,9.75,1903.8,804.5,2638.3,751.0,458.0,1846.5,820.3,517.0,0,0.0,NaN,NaN,NaN,NonetoNone,308.644531,NaN,NaN,158025.999872
0.46484375,2.33,2021.5,758.5,1856.8,812.5,182.0,2036.5,768.5,545.0,0,0.0,NaN,NaN,NaN,NonetoHF,308.818359125,NaN,NaN,158114.999872
0.28125,12.24,2973.8,577.0,2048.5,783.5,435.0,3009.8,566.3,544.0,0,0.0,NaN,NaN,NaN,HFtoHF,309.326171625,NaN,NaN,158374.999872
0.2265625,2.29,2976.8,605.5,2798.3,567.0,203.0,3023.3,596.5,542.0,0,1.0,NaN,NaN,NaN,HFtoHF,309.6220700625,NaN,NaN,158526.499872
0.0791015625,0.15,3018.8,595.3,3030.8,592.5,106.0,3034.3,601.3,541.0,0,1.0,NaN,NaN,NaN,HFtoHF,309.8720700625,NaN,NaN,158654.499872
0.1435546875,12.81,2059.0,797.5,3033.3,595.5,553.0,2043.3,811.0,586.0,0,0.0,NaN,NaN,NaN,HFtoHF,310.003906,NaN,NaN,158721.999872
0.259765625,7.06,2582.0,767.3,2053.3,816.5,338.0,2680.8,786.8,585.0,0,0.0,NaN,NaN,NaN,HFtoNone,310.181640375,NaN,NaN,158812.999872
0.3125,0.65,2690.8,724.5,2655.5,760.8,67.0,2715.3,710.3,588.0,0,0.0,NaN,NaN,NaN,NonetoNone,310.4541013125,NaN,NaN,158952.499872
0.28125,9.35,1297.0,1314.3,1946.5,1096.8,350.0,1242.3,1337.0,403.0,0,0.0,NaN,NaN,NaN,NonetoHF,314.9326169375,NaN,NaN,161245.499872
0.3232421875,10.98,2040.8,1276.8,1240.0,1318.8,416.0,2099.0,1256.5,457.0,0,0.0,NaN,NaN,NaN,HFtoHF,315.2529294375,NaN,NaN,161409.499872
0.3037109375,5.36,2497.3,1176.0,2108.5,1244.5,283.0,2555.8,1140.8,502.0,0,0.0,NaN,NaN,NaN,HFtoNone,315.6044919375,NaN,NaN,161589.499872
0.205078125,4.79,2904.3,1031.5,2551.0,1126.8,257.0,2957.0,1008.5,519.0,0,0.0,NaN,NaN,NaN,NonetoNone,315.9365231875,NaN,NaN,161759.499872
0.4130859375,2.73,2778.5,927.0,2971.0,1016.8,205.0,2763.3,919.5,539.0,0,0.0,NaN,NaN,NaN,NonetoNone,316.1630856875,NaN,NaN,161875.499872
0.4150390625,14.54,1704.3,1142.5,2769.3,915.3,525.0,1675.5,1185.0,576.0,0,0.0,NaN,NaN,NaN,NonetoNone,316.62499975,NaN,NaN,162111.999872
0.1435546875,2.91,1823.0,1022.0,1678.5,1178.8,185.0,1867.0,952.3,564.0,0,0.0,NaN,NaN,NaN,NonetoNone,317.06249975,NaN,NaN,162335.999872
0.2685546875,12.53,941.8,1068.8,1867.3,944.3,468.0,887.0,1081.3,542.0,0,0.0,NaN,NaN,NaN,NonetoNone,317.2509763125,NaN,NaN,162432.499872
0.17578125,1.76,838.8,1204.0,884.5,1079.3,133.0,853.3,1254.8,562.0,0,0.0,NaN,NaN,NaN,NonetoNone,317.5380856875,NaN,NaN,162579.499872
0.775390625,1.82,1000.0,1224.0,867.0,1257.0,136.0,1004.0,1230.5,575.0,0,0.0,NaN,NaN,NaN,NonetoNone,317.732421625,NaN,NaN,162678.999872
0.193359375,4.23,890.5,1512.5,1004.3,1221.0,255.0,915.3,1559.8,583.0,0,0.0,NaN,NaN,NaN,NonetoNone,318.5361325625,NaN,NaN,163090.499872
0.1708984375,17.75,2220.0,1441.5,918.5,1599.8,425.0,2241.0,1431.3,624.0,0,0.0,NaN,NaN,NaN,NonetoNone,318.800781,NaN,NaN,163225.999872
0.1572265625,3.04,2038.5,1317.5,2232.8,1422.5,220.0,2035.3,1309.0,615.0,0,0.0,NaN,NaN,NaN,NonetoHF,318.99218725,NaN,NaN,163323.999872
0.28125,4.05,2205.0,1562.5,2040.0,1320.0,281.0,2185.8,1591.5,619.0,0,0.0,NaN,NaN,NaN,HFtoNone,319.17187475,NaN,NaN,163415.999872
0.1494140625,0.89,2132.5,1547.0,2177.5,1593.0,81.0,2138.0,1576.5,621.0,0,0.0,NaN,NaN,NaN,NonetoNone,319.4677731875,NaN,NaN,163567.499872
0.0986328125,3.37,2051.8,1526.0,2275.5,1623.5,174.0,2106.8,1546.8,643.0,0,0.0,NaN,NaN,NaN,NonetoNone,319.9365231875,NaN,NaN,163807.499872
0.37890625,6.74,2470.3,1211.8,2137.0,1575.5,344.0,2606.5,1177.5,635.0,0,0.0,NaN,NaN,NaN,NonetoNone,320.07031225,NaN,NaN,163875.999872
0.0888671875,7.48,2021.3,949.8,2553.3,1112.8,314.0,2003.8,931.3,628.0,0,0.0,NaN,NaN,NaN,NonetoNone,320.494140375,NaN,NaN,164092.999872
0.13671875,2.05,1799.0,1011.3,1922.3,1096.5,152.0,1772.0,988.0,563.0,0,0.0,NaN,NaN,NaN,NonetoHF,324.4013669375,NaN,NaN,166093.499872
0.3408203125,2.22,1610.5,922.8,1763.8,978.0,159.0,1600.0,913.3,517.0,0,0.0,NaN,NaN,NaN,HFtoHF,324.5595700625,NaN,NaN,166174.499872
0.2626953125,3.64,1854.3,986.0,1597.8,912.3,251.0,1872.3,979.8,548.0,0,0.0,NaN,NaN,NaN,HFtoHF,324.9228513125,NaN,NaN,166360.499872
0.1787109375,0.82,1810.8,974.5,1870.3,974.8,87.0,1814.5,980.5,581.0,0,1.0,NaN,NaN,NaN,HFtoHF,325.1992185,NaN,NaN,166501.999872
0.201171875,15.77,2961.8,1310.5,1818.5,989.5,476.0,2971.5,1329.3,592.0,0,0.0,NaN,NaN,NaN,HFtoNone,325.4326169375,NaN,NaN,166621.499872
0.04296875,1.15,2863.8,1322.5,2951.3,1307.0,114.0,2837.5,1325.3,613.0,0,0.0,NaN,NaN,NaN,NonetoNone,325.6494138125,NaN,NaN,166732.499872
0.1171875,1.12,2916.3,1315.5,2831.3,1327.0,98.0,2936.3,1325.3,600.0,0,0.0,NaN,NaN,NaN,NonetoNone,325.707031,NaN,NaN,166761.999872
0.1044921875,2.25,2748.8,1280.3,2915.8,1321.8,111.0,2737.3,1248.3,615.0,0,0.0,NaN,NaN,NaN,NonetoNone,325.865234125,NaN,NaN,166842.999872
0.4853515625,13.08,1805.8,998.3,2742.0,1263.5,506.0,1779.0,988.3,600.0,0,0.0,NaN,NaN,NaN,NonetoHF,326.0146481875,NaN,NaN,166919.499872
0.4375,6.5,1138.3,861.3,1615.5,930.0,323.0,1092.8,838.8,593.0,0,0.0,NaN,NaN,NaN,HFtoNone,326.7783200625,NaN,NaN,167310.499872
0.6650390625,14.41,2143.0,983.8,1080.8,824.0,392.0,2171.0,1009.5,638.0,0,0.0,NaN,NaN,NaN,NonetoNone,327.6923825625,NaN,NaN,167778.499872
0.3642578125,4.31,2489.5,1038.5,2171.8,1022.3,283.0,2549.5,1035.0,633.0,0,0.0,NaN,NaN,NaN,NonetoNone,328.38281225,NaN,NaN,168131.999872
0.2509765625,5.23,2167.0,1078.0,2552.8,1034.8,350.0,2107.5,1084.5,649.0,0,0.0,NaN,NaN,NaN,NonetoNone,328.7724606875,NaN,NaN,168331.499872
0.3056640625,2.93,2301.8,1176.3,2106.8,1087.0,202.0,2323.5,1219.0,665.0,0,0.0,NaN,NaN,NaN,NonetoNone,329.0439450625,NaN,NaN,168470.499872
0.2353515625,7.71,2909.5,1263.3,2330.0,1218.0,385.0,2965.8,1298.5,657.0,0,0.0,NaN,NaN,NaN,NonetoNone,329.3818356875,NaN,NaN,168643.499872
0.52734375,2.64,2781.0,1226.5,2969.8,1300.5,199.0,2747.0,1192.0,659.0,0,0.0,NaN,NaN,NaN,NonetoNone,329.6376950625,NaN,NaN,168774.499872
0.45703125,4.5,1945.5,771.0,1933.3,1108.0,236.0,1971.5,661.3,340.0,0,0.0,NaN,NaN,NaN,NonetoHF,334.103515375,NaN,NaN,171060.999872
0.1318359375,7.81,1447.0,798.0,1999.5,603.5,401.0,1424.3,859.8,323.0,0,0.0,NaN,NaN,NaN,HFtoNone,334.5927731875,NaN,NaN,171311.499872
0.283203125,1.18,1514.8,909.0,1438.3,867.0,108.0,1524.0,913.0,364.0,0,0.0,NaN,NaN,NaN,NonetoNone,334.7392575625,NaN,NaN,171386.499872
0.2431640625,0.88,1603.3,914.8,1538.8,909.8,90.0,1602.5,915.0,427.0,0,0.0,NaN,NaN,NaN,NonetoNone,335.035156,NaN,NaN,171537.999872
0.466796875,13.83,2604.0,601.0,1601.0,902.5,475.0,2814.8,579.0,496.0,0,0.0,NaN,NaN,NaN,NonetoHF,335.361327875,NaN,NaN,171704.999872
0.5703125,11.16,1983.5,562.3,2846.5,600.0,477.0,1965.0,592.5,549.0,0,0.0,NaN,NaN,NaN,HFtoHF,335.86718725,NaN,NaN,171963.999872
0.787109375,7.55,1412.5,709.8,1970.3,612.8,367.0,1377.3,719.8,569.0,0,0.0,NaN,NaN,NaN,HFtoHH,336.470702875,NaN,NaN,172272.999872
0.3349609375,16.34,2636.5,684.8,1393.5,730.3,514.0,2696.3,675.0,599.0,0,0.0,NaN,NaN,NaN,HHtoHF,337.306640375,NaN,NaN,172700.999872
0.2431640625,0.87,2738.3,639.3,2679.8,674.5,181.0,2811.3,637.3,595.0,0,1.0,NaN,NaN,NaN,HFtoHF,337.7021481875,NaN,NaN,172903.499872
0.1689453125,2.97,3064.8,541.8,2844.0,633.8,212.0,3085.5,541.3,584.0,0,0.0,NaN,NaN,NaN,HFtoOS,337.966796625,NaN,NaN,173038.999872
0.080078125,0.56,3017.8,544.8,3063.3,542.5,102.0,3075.8,569.5,568.0,0,0.0,NaN,NaN,NaN,OStoOS,338.1689450625,NaN,NaN,173142.499872
0.0205078125,1.51,2940.0,557.3,3060.3,581.8,123.0,2935.8,540.5,598.0,0,0.0,NaN,NaN,NaN,OStoNone,338.2666013125,NaN,NaN,173192.499872
0.2646484375,3.36,2757.5,709.0,2972.5,550.0,317.0,2741.3,715.5,564.0,0,0.0,NaN,NaN,NaN,NonetoHF,338.3447263125,NaN,NaN,173232.499872
0.2666015625,5.29,2547.3,1091.5,2733.0,730.3,286.0,2646.3,1179.5,599.0,0,0.0,NaN,NaN,NaN,HFtoNone,338.64062475,NaN,NaN,173383.999872
0.1630859375,4.29,2952.8,1036.3,2669.8,1204.3,271.0,2984.0,960.0,591.0,0,0.0,NaN,NaN,NaN,NonetoNone,338.9326169375,NaN,NaN,173533.499872
0.2021484375,0.77,2977.0,1045.5,2971.3,986.0,1215.0,2976.0,999.3,608.0,0,0.0,NaN,NaN,NaN,NonetoNone,339.1845700625,NaN,NaN,173662.499872
0.1220703125,3.28,2313.5,1332.3,2222.8,1552.8,203.0,2354.0,1260.5,649.0,0,0.0,NaN,NaN,NaN,NonetoNone,339.724609125,NaN,NaN,173938.999872
0.205078125,6.87,1449.8,949.8,1942.5,1058.5,342.0,1422.5,960.0,524.0,0,0.0,NaN,NaN,NaN,NonetoHF,344.0634763125,NaN,NaN,176160.499872
0.4208984375,13.78,2442.5,989.5,1418.0,965.5,469.0,2495.8,1019.0,510.0,0,0.0,NaN,NaN,NaN,HFtoHF,344.3134763125,NaN,NaN,176288.499872
0.0234375,0.54,2448.5,1026.0,2476.8,1055.0,59.0,2458.8,995.8,547.0,0,1.0,NaN,NaN,NaN,HFtoHF,344.7470700625,NaN,NaN,176510.499872
0.17578125,7.29,1931.0,894.0,2463.8,991.5,358.0,1878.3,862.3,552.0,0,0.0,NaN,NaN,NaN,HFtoNone,344.800781,NaN,NaN,176537.999872
0.1552734375,5.29,1443.5,922.0,1818.3,809.5,323.0,1467.0,953.3,576.0,0,0.0,NaN,NaN,NaN,NonetoHF,345.0029294375,NaN,NaN,176641.499872
0.22265625,12.38,1183.0,612.0,2105.0,747.0,447.0,1148.3,599.0,581.0,0,0.0,NaN,NaN,NaN,NonetoNH,345.7353513125,NaN,NaN,177016.499872
0.470703125,1.03,1222.5,621.5,1149.3,592.5,92.0,1240.3,643.8,581.0,0,0.0,NaN,NaN,NaN,NHtoNH,345.972656,NaN,NaN,177137.999872
0.12890625,7.97,1814.8,836.3,1247.5,649.5,406.0,1857.8,865.8,600.0,0,0.0,NaN,NaN,NaN,NHtoNone,346.47656225,NaN,NaN,177395.999872
0.37109375,9.37,1536.8,989.0,2227.5,973.3,477.0,1525.3,989.3,620.0,0,0.0,NaN,NaN,NaN,NonetoHF,346.9248044375,NaN,NaN,177625.499872
0.30078125,11.25,2373.0,863.0,1547.0,991.3,415.0,2449.5,856.0,648.0,0,0.0,NaN,NaN,NaN,HFtoHF,347.3388669375,NaN,NaN,177837.499872
0.3271484375,4.24,2153.8,762.8,2460.0,850.0,202.0,2105.3,739.3,639.0,0,0.0,NaN,NaN,NaN,HFtoNone,347.6748044375,NaN,NaN,178009.499872
0.6171875,6.18,2476.0,1016.3,2097.3,747.8,335.0,2508.8,1046.0,668.0,0,0.0,NaN,NaN,NaN,NonetoHF,348.0322263125,NaN,NaN,178192.499872
0.1787109375,14.1,1479.5,980.0,2523.0,1060.8,477.0,1472.3,989.0,642.0,0,0.0,NaN,NaN,NaN,HFtoHF,348.6962888125,NaN,NaN,178532.499872
0.32421875,0.83,1535.8,986.8,1475.3,989.5,75.0,1529.3,994.0,651.0,0,1.0,NaN,NaN,NaN,HFtoHF,348.89062475,NaN,NaN,178631.999872
0.279296875,5.77,1725.0,1375.5,1527.0,1002.8,301.0,1709.8,1451.3,675.0,0,0.0,NaN,NaN,NaN,HFtoNone,349.248046625,NaN,NaN,178814.999872
0.140625,2.99,1807.3,927.8,1938.8,1105.3,189.0,1768.3,869.0,427.0,0,0.0,NaN,NaN,NaN,NonetoHF,354.19531225,NaN,NaN,181347.999872
0.564453125,0.56,1721.3,884.3,1759.3,867.3,69.0,1710.0,893.0,393.0,0,1.0,NaN,NaN,NaN,HFtoHF,354.347656,NaN,NaN,181425.999872
0.3525390625,4.74,2044.3,741.3,1714.3,860.8,250.0,2109.5,696.5,493.0,0,0.0,NaN,NaN,NaN,HFtoHF,354.941406,NaN,NaN,181729.999872
0.3291015625,2.12,2317.8,794.3,2167.8,742.8,162.0,2349.5,827.5,584.0,1,0.0,NaN,NaN,NaN,HFtoOL,355.634765375,NaN,NaN,182084.999872
0.154296875,5.78,2790.3,908.3,2356.3,830.5,333.0,2800.0,917.8,592.0,0,0.0,NaN,NaN,NaN,OLtoNone,355.9912106875,NaN,NaN,182267.499872
0.150390625,1.55,2670.5,896.0,2789.3,910.8,127.0,2668.8,903.5,604.0,0,0.0,NaN,NaN,NaN,NonetoHF,356.1630856875,NaN,NaN,182355.499872
0.298828125,20.35,1136.3,1030.0,2667.5,903.0,585.0,1107.8,1056.5,584.0,0,0.0,NaN,NaN,NaN,HFtoNone,356.373046625,NaN,NaN,182462.999872
0.259765625,2.57,984.5,895.8,1095.8,1054.5,172.0,993.0,825.0,566.0,0,0.0,NaN,NaN,NaN,NonetoNone,356.6943356875,NaN,NaN,182627.499872
0.1328125,4.32,1322.0,818.8,996.3,824.0,286.0,1392.8,837.3,591.0,0,0.0,NaN,NaN,NaN,NonetoNone,356.97656225,NaN,NaN,182771.999872
0.5966796875,4.55,1052.5,825.5,1393.5,835.5,264.0,1017.5,816.0,585.0,0,0.0,NaN,NaN,NaN,NonetoNone,357.1367185,NaN,NaN,182853.999872
0.2685546875,22.19,2699.8,1007.3,1015.5,815.8,546.0,2723.0,1014.0,650.0,0,0.0,NaN,NaN,NaN,NonetoNone,358.048827875,NaN,NaN,183320.999872
0.423828125,1.21,2729.8,899.5,2687.5,982.3,98.0,2828.5,887.8,647.0,0,0.0,NaN,NaN,NaN,NonetoNone,358.333984125,NaN,NaN,183466.999872
0.28125,3.29,2653.0,917.8,2908.3,914.5,218.0,2654.5,902.8,657.0,0,0.0,NaN,NaN,NaN,NonetoHF,358.7802731875,NaN,NaN,183695.499872
0.216796875,2.99,2876.0,808.3,2662.0,898.0,185.0,2942.0,759.8,648.0,0,0.0,NaN,NaN,NaN,HFtoNone,359.083984125,NaN,NaN,183850.999872
0.43359375,4.56,2629.5,579.0,2934.0,769.5,202.0,2574.5,532.5,640.0,0,0.0,NaN,NaN,NaN,NonetoNone,359.33593725,NaN,NaN,183979.999872
0.0390625,5.92,3028.0,642.5,2572.3,531.0,306.0,2996.5,677.0,640.0,0,0.0,NaN,NaN,NaN,NonetoNone,359.7978513125,NaN,NaN,184216.499872
0.04296875,1.44,3033.0,692.3,2919.3,672.3,153.0,3059.3,705.0,615.0,0,0.0,NaN,NaN,NaN,NonetoNone,359.8505856875,NaN,NaN,184243.499872
0.0390625,0.5,2994.0,691.0,3029.5,710.3,64.0,2977.8,671.0,658.0,0,0.0,NaN,NaN,NaN,NonetoNone,359.904296625,NaN,NaN,184270.999872
0.220703125,4.09,2212.8,932.3,1952.0,1083.3,272.0,2292.5,833.8,451.0,0,0.0,NaN,NaN,NaN,NonetoNone,364.18749975,NaN,NaN,186463.999872
0.1708984375,13.57,1278.5,792.5,2292.0,834.5,440.0,1221.0,794.0,359.0,0,0.0,NaN,NaN,NaN,NonetoNone,364.455077875,NaN,NaN,186600.999872
0.3330078125,1.65,1086.8,796.5,1211.0,791.3,137.0,1071.0,794.0,372.0,0,0.0,NaN,NaN,NaN,NonetoNone,364.6435544375,NaN,NaN,186697.499872
0.4345703125,15.1,2146.8,1124.0,1067.8,795.8,463.0,2200.8,1160.3,483.0,0,0.0,NaN,NaN,NaN,NonetoNone,365.025390375,NaN,NaN,186892.999872
0.1806640625,7.06,2742.5,1153.5,2213.3,1164.5,312.0,2782.3,1160.3,459.0,0,0.0,NaN,NaN,NaN,NonetoNone,365.4990231875,NaN,NaN,187135.499872
0.212890625,10.0,2026.3,1150.3,2774.8,1170.3,460.0,1976.8,1151.3,471.0,0,0.0,NaN,NaN,NaN,NonetoNone,365.716796625,NaN,NaN,187246.999872
0.3447265625,9.93,2688.3,950.3,1973.8,1153.0,368.0,2743.0,919.5,488.0,0,0.0,NaN,NaN,NaN,NonetoNone,365.970702875,NaN,NaN,187376.999872
0.30078125,14.18,1677.3,735.0,2737.3,910.0,501.0,1630.8,715.0,497.0,0,0.0,NaN,NaN,NaN,NonetoNone,366.361327875,NaN,NaN,187576.999872
0.3525390625,12.28,2418.5,1187.3,1628.8,724.8,372.0,2427.5,1264.5,549.0,0,0.0,NaN,NaN,NaN,NonetoNone,366.71874975,NaN,NaN,187759.999872
0.1826171875,13.36,1762.3,844.5,2763.0,970.8,489.0,1693.0,830.0,469.0,0,0.0,NaN,NaN,NaN,NonetoNone,367.4365231875,NaN,NaN,188127.499872
0.1796875,9.63,959.5,828.5,1684.3,815.3,437.0,911.0,824.8,473.0,0,0.0,NaN,NaN,NaN,NonetoNone,367.65624975,NaN,NaN,188239.999872
0.359375,1.86,1055.8,808.8,915.0,826.3,144.0,1079.5,809.5,508.0,0,0.0,NaN,NaN,NaN,NonetoNone,367.8544919375,NaN,NaN,188341.499872
0.626953125,3.39,1354.5,816.5,1100.0,822.5,254.0,1389.3,830.3,552.0,0,0.0,NaN,NaN,NaN,NonetoHH,368.23437475,NaN,NaN,188535.999872
0.3671875,9.53,1806.3,818.5,1096.0,856.0,405.0,1859.0,816.8,590.0,0,0.0,NaN,NaN,NaN,NonetoNone,369.337890375,NaN,NaN,189100.999872
0.12109375,5.68,2157.5,1133.0,1879.8,814.8,373.0,2146.8,1150.8,608.0,0,0.0,NaN,NaN,NaN,NonetoNone,369.738281,NaN,NaN,189305.999872
0.302734375,6.27,2398.5,877.8,1964.0,1043.3,304.0,2499.5,865.8,512.0,0,0.0,NaN,NaN,NaN,HHtoHF,373.947265375,NaN,NaN,191460.999872
0.1044921875,0.72,2451.8,833.0,2492.5,869.8,74.0,2340.0,772.8,496.0,0,1.0,NaN,NaN,NaN,HFtoHF,374.263671625,NaN,NaN,191622.999872
0.1650390625,0.79,2334.3,798.8,2280.8,773.0,71.0,2298.5,763.8,492.0,0,0.0,NaN,NaN,NaN,HFtoNone,374.38281225,NaN,NaN,191683.999872
0.4970703125,13.43,1412.3,1178.0,2311.8,753.5,513.0,1389.5,1240.8,510.0,0,0.0,NaN,NaN,NaN,NonetoHF,374.5908200625,NaN,NaN,191790.499872
0.298828125,5.36,1750.3,1099.8,1388.3,1244.8,233.0,1799.3,1041.3,514.0,0,0.0,NaN,NaN,NaN,HFtoHH,375.1210935,NaN,NaN,192061.999872
0.3056640625,9.01,2446.3,892.0,1800.0,1056.5,391.0,2473.3,812.8,537.0,0,0.0,NaN,NaN,NaN,HHtoHF,375.5107419375,NaN,NaN,192261.499872
0.3486328125,11.23,1642.3,766.0,2485.5,798.8,468.0,1589.0,769.0,562.0,0,0.0,NaN,NaN,NaN,HFtoNone,375.8554685,NaN,NaN,192437.999872
0.228515625,0.73,1620.3,845.8,1601.0,794.3,91.0,1618.5,864.0,575.0,0,0.0,NaN,NaN,NaN,NonetoNone,376.2148435,NaN,NaN,192621.999872
0.220703125,4.69,1271.0,907.8,1615.3,869.0,293.0,1234.8,898.8,533.0,0,0.0,NaN,NaN,NaN,NonetoNone,376.46874975,NaN,NaN,192751.999872
0.2685546875,5.69,807.5,999.8,1225.5,896.0,326.0,802.5,1039.0,473.0,0,0.0,NaN,NaN,NaN,NonetoNone,376.716796625,NaN,NaN,192878.999872
0.373046875,1.82,1182.5,1553.5,1051.8,1577.8,143.0,1193.0,1553.0,542.0,0,0.0,NaN,NaN,NaN,NonetoNone,377.39843725,NaN,NaN,193227.999872
0.3642578125,2.86,977.8,1575.0,1187.0,1556.5,203.0,989.8,1581.5,489.0,0,0.0,NaN,NaN,NaN,NonetoNone,377.7929685,NaN,NaN,193429.999872
0.3037109375,2.8,3013.0,966.8,2881.0,790.8,185.0,2901.3,993.0,566.0,0,0.0,NaN,NaN,NaN,NonetoNone,378.74999975,NaN,NaN,193919.999872
0.109375,1.65,2958.0,1035.0,2832.0,1008.3,122.0,2982.8,1048.5,556.0,0,0.0,NaN,NaN,NaN,NonetoNone,379.072265375,NaN,NaN,194084.999872
0.26953125,1.6,2952.3,888.3,2996.0,1004.8,110.0,2976.5,862.5,567.0,0,0.0,NaN,NaN,NaN,NonetoNone,379.2021481875,NaN,NaN,194151.499872
0.05078125,14.98,1819.8,891.8,2963.5,894.5,530.0,1786.8,905.0,592.0,0,0.0,NaN,NaN,NaN,NonetoNone,379.5244138125,NaN,NaN,194316.499872
0.07421875,2.37,2091.8,1013.0,1920.0,1035.0,178.0,2128.0,983.8,451.0,0,0.0,NaN,NaN,NaN,NonetoHF,383.3759763125,NaN,NaN,196288.499872
0.4326171875,1.0,2179.5,1020.3,2132.5,962.8,147.0,2196.8,1034.5,396.0,0,1.0,NaN,NaN,NaN,HFtoHF,383.4833981875,NaN,NaN,196343.499872
0.1630859375,10.22,1449.8,1083.0,2196.5,1028.8,538.0,1438.3,1139.0,368.0,0,0.0,NaN,NaN,NaN,HFtoNone,383.951171625,NaN,NaN,196582.999872
0.4296875,1.04,1514.0,1157.5,1439.8,1143.8,82.0,1521.5,1174.0,396.0,0,0.0,NaN,NaN,NaN,NonetoNH,384.130859125,NaN,NaN,196674.999872
0.19140625,0.63,2211.0,993.3,2257.5,993.3,79.0,2209.0,989.5,474.0,0,0.0,NaN,NaN,NaN,NonetoHF,384.8310544375,NaN,NaN,197033.499872
0.3369140625,7.89,2804.5,922.0,2210.0,976.8,337.0,2848.3,913.3,495.0,0,0.0,NaN,NaN,NaN,HFtoNone,385.0576169375,NaN,NaN,197149.499872
0.3388671875,5.0,2745.0,1289.8,2853.8,925.5,258.0,2713.5,1381.5,510.0,0,0.0,NaN,NaN,NaN,NonetoNone,385.4287106875,NaN,NaN,197339.499872
0.0205078125,1.26,2679.5,1449.0,2588.5,1424.5,113.0,2710.0,1448.8,492.0,0,0.0,NaN,NaN,NaN,NonetoNone,385.783202875,NaN,NaN,197520.999872
